"   ","合约","日期","前收盘价","前结算价","开盘价","最高价","最低价","收盘价","结算价","涨跌1","涨跌2","成交量","成交金额","持仓量"
"1","y1201","20120104","8448.00","8634.00","8500.00","8764.00","8500.00","8760.00","8746.00","126.00","112.00","146","12771640.00","14446"
"2","y1201","20120105","8760.00","8746.00","8750.00","8790.00","8748.00","8770.00","8770.00","24.00","24.00","1450","127177080.00","14446"
"3","y1201","20120106","8770.00","8770.00","0.00","0.00","0.00","8770.00","8770.00","0.00","0.00","0","0.00","14446"
"4","y1201","20120109","8770.00","8770.00","0.00","0.00","0.00","8770.00","8770.00","0.00","0.00","0","0.00","14046"
"5","y1201","20120110","8770.00","8770.00","8800.00","8800.00","8760.00","8800.00","8762.00","30.00","-8.00","204","17874880.00","14046"
"6","y1201","20120111","8800.00","8762.00","8810.00","8810.00","8810.00","8810.00","8810.00","48.00","48.00","2","176200.00","14046"
"7","y1201","20120112","8810.00","8810.00","0.00","0.00","0.00","8810.00","8810.00","0.00","0.00","0","0.00","3120"
"8","y1201","20120113","8810.00","8810.00","0.00","0.00","0.00","8810.00","8810.00","0.00","0.00","0","0.00","3120"
"9","y1201","20120116","8810.00","8810.00","0.00","0.00","0.00","8810.00","8810.00","0.00","0.00","0","0.00","3120"
"10","y1201","20120117","8810.00","8810.00","0.00","0.00","0.00","8810.00","8768.00","0.00","-42.00","0","0.00","0"
"11","y1203","20120104","8720.00","8718.00","8826.00","9090.00","8826.00","8894.00","9004.00","176.00","286.00","46","4142080.00","96"
"12","y1203","20120105","8894.00","9004.00","8852.00","8900.00","8850.00","8872.00","8862.00","-132.00","-142.00","70","6204600.00","56"
"13","y1203","20120106","8872.00","8862.00","8860.00","8860.00","8860.00","8860.00","8860.00","-2.00","-2.00","2","177200.00","56"
"14","y1203","20120109","8860.00","8860.00","8720.00","8720.00","8720.00","8720.00","8720.00","-140.00","-140.00","2","174400.00","58"
"15","y1203","20120110","8720.00","8720.00","8916.00","8916.00","8908.00","8908.00","8912.00","188.00","192.00","4","356480.00","54"
"16","y1203","20120111","8908.00","8912.00","8924.00","8924.00","8924.00","8924.00","8924.00","12.00","12.00","2","178480.00","56"
"17","y1203","20120112","8924.00","8924.00","8896.00","8896.00","8896.00","8896.00","8896.00","-28.00","-28.00","2","177920.00","56"
"18","y1203","20120113","8896.00","8896.00","8896.00","8896.00","8828.00","8828.00","8860.00","-68.00","-36.00","8","708880.00","54"
"19","y1203","20120116","8828.00","8860.00","8744.00","8744.00","8744.00","8744.00","8744.00","-116.00","-116.00","2","174880.00","54"
"20","y1203","20120117","8744.00","8744.00","0.00","0.00","0.00","8744.00","8744.00","0.00","0.00","0","0.00","54"
"21","y1203","20120118","8744.00","8744.00","0.00","0.00","0.00","8744.00","8744.00","0.00","0.00","0","0.00","54"
"22","y1203","20120119","8744.00","8744.00","0.00","0.00","0.00","8744.00","8744.00","0.00","0.00","0","0.00","54"
"23","y1203","20120120","8744.00","8744.00","0.00","0.00","0.00","8744.00","8744.00","0.00","0.00","0","0.00","54"
"24","y1203","20120130","8744.00","8744.00","0.00","0.00","0.00","8744.00","8744.00","0.00","0.00","0","0.00","54"
"25","y1203","20120131","8744.00","8744.00","8812.00","8812.00","8812.00","8812.00","8812.00","68.00","68.00","2","176240.00","52"
"26","y1203","20120201","8812.00","8812.00","0.00","0.00","0.00","8812.00","8812.00","0.00","0.00","0","0.00","52"
"27","y1203","20120202","8812.00","8812.00","8868.00","8870.00","8868.00","8870.00","8868.00","58.00","56.00","4","354760.00","48"
"28","y1203","20120203","8870.00","8868.00","8900.00","8900.00","8900.00","8900.00","8900.00","32.00","32.00","2","178000.00","46"
"29","y1203","20120206","8900.00","8900.00","0.00","0.00","0.00","8900.00","8900.00","0.00","0.00","0","0.00","46"
"30","y1203","20120207","8900.00","8900.00","8974.00","8974.00","8974.00","8974.00","8974.00","74.00","74.00","2","179480.00","44"
"31","y1203","20120208","8974.00","8974.00","0.00","0.00","0.00","8974.00","8974.00","0.00","0.00","0","0.00","44"
"32","y1203","20120209","8974.00","8974.00","9170.00","9170.00","9038.00","9038.00","9112.00","64.00","138.00","18","1640160.00","44"
"33","y1203","20120210","9038.00","9112.00","9050.00","9050.00","9000.00","9000.00","9006.00","-112.00","-106.00","16","1441000.00","34"
"34","y1203","20120213","9000.00","9006.00","9090.00","9090.00","8960.00","8960.00","9024.00","-46.00","18.00","4","361000.00","32"
"35","y1203","20120214","8960.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"36","y1203","20120215","9024.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"37","y1203","20120216","9024.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"38","y1203","20120217","9024.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"39","y1203","20120220","9024.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"40","y1203","20120221","9024.00","9024.00","0.00","0.00","0.00","9024.00","9024.00","0.00","0.00","0","0.00","32"
"41","y1203","20120222","9024.00","9024.00","8892.00","8892.00","8892.00","8892.00","8892.00","-132.00","-132.00","2","177840.00","32"
"42","y1203","20120223","8892.00","8892.00","8902.00","8902.00","8902.00","8902.00","8902.00","10.00","10.00","6","534120.00","28"
"43","y1203","20120224","8902.00","8902.00","0.00","0.00","0.00","8902.00","8902.00","0.00","0.00","0","0.00","28"
"44","y1203","20120227","8902.00","8902.00","9188.00","9188.00","8998.00","8998.00","9092.00","96.00","190.00","4","363720.00","26"
