"   ","合约","日期","前收盘价","前结算价","开盘价","最高价","最低价","收盘价","结算价","涨跌1","涨跌2","成交量","成交金额","持仓量"
"1","v1301","20130104","6340.00","6345.00","6350.00","6430.00","6310.00","6355.00","6355.00","10.00","10.00","1306","41529350.00","3298"
"2","v1301","20130107","6355.00","6355.00","6425.00","6450.00","6385.00","6405.00","6420.00","50.00","65.00","524","16826600.00","3726"
"3","v1301","20130108","6405.00","6420.00","6355.00","6355.00","6355.00","6355.00","6355.00","-65.00","-65.00","10","317750.00","3736"
"4","v1301","20130109","6355.00","6355.00","6410.00","6410.00","6410.00","6410.00","6410.00","55.00","55.00","2","64100.00","3736"
"5","v1301","20130110","6410.00","6410.00","6375.00","6375.00","6375.00","6375.00","6375.00","-35.00","-35.00","4","127500.00","3736"
"6","v1301","20130111","6375.00","6375.00","6390.00","6390.00","6390.00","6390.00","6390.00","15.00","15.00","4","127800.00","3736"
"7","v1301","20130114","6390.00","6390.00","0.00","0.00","0.00","6390.00","6390.00","0.00","0.00","0","0.00","3736"
"8","v1301","20130115","6390.00","6390.00","0.00","0.00","0.00","6390.00","6390.00","0.00","0.00","0","0.00","3736"
"9","v1301","20130116","6390.00","6390.00","6310.00","6310.00","6310.00","6310.00","6310.00","-80.00","-80.00","16","504800.00","3736"
"10","v1301","20130117","6310.00","6310.00","6305.00","6305.00","6285.00","6295.00","6370.00","-15.00","60.00","108","3409600.00","0"
"11","v1302","20130104","6440.00","6430.00","6320.00","6320.00","6320.00","6320.00","6320.00","-110.00","-110.00","2","63200.00","14"
"12","v1302","20130107","6320.00","6320.00","0.00","0.00","0.00","6320.00","6320.00","0.00","0.00","0","0.00","14"
"13","v1302","20130108","6320.00","6320.00","0.00","0.00","0.00","6320.00","6320.00","0.00","0.00","0","0.00","14"
"14","v1302","20130109","6320.00","6320.00","6330.00","6330.00","6330.00","6330.00","6330.00","10.00","10.00","2","63300.00","12"
"15","v1302","20130110","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"16","v1302","20130111","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"17","v1302","20130114","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"18","v1302","20130115","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"19","v1302","20130116","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"20","v1302","20130117","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"21","v1302","20130118","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"22","v1302","20130121","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"23","v1302","20130122","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"24","v1302","20130123","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"25","v1302","20130124","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"26","v1302","20130125","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"27","v1302","20130128","6330.00","6330.00","0.00","0.00","0.00","6330.00","6330.00","0.00","0.00","0","0.00","12"
"28","v1302","20130129","6330.00","6330.00","6300.00","6400.00","6300.00","6400.00","6340.00","70.00","10.00","12","380400.00","12"
"29","v1302","20130130","6400.00","6340.00","0.00","0.00","0.00","6340.00","6340.00","0.00","0.00","0","0.00","12"
"30","v1302","20130131","6340.00","6340.00","0.00","0.00","0.00","6340.00","6340.00","0.00","0.00","0","0.00","12"
"31","v1302","20130201","6340.00","6340.00","6455.00","6455.00","6455.00","6455.00","6455.00","115.00","115.00","4","129100.00","12"
"32","v1302","20130204","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"33","v1302","20130205","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"34","v1302","20130206","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"35","v1302","20130207","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"36","v1302","20130208","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"37","v1302","20130218","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"38","v1302","20130219","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"39","v1302","20130220","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","12"
"40","v1302","20130221","6455.00","6455.00","0.00","0.00","0.00","6455.00","6455.00","0.00","0.00","0","0.00","0"
"41","v1303","20130104","6480.00","6465.00","0.00","0.00","0.00","6465.00","6465.00","0.00","0.00","0","0.00","14"
"42","v1303","20130107","6465.00","6465.00","6550.00","6550.00","6515.00","6515.00","6530.00","50.00","65.00","4","130650.00","16"
"43","v1303","20130108","6515.00","6530.00","0.00","0.00","0.00","6530.00","6530.00","0.00","0.00","0","0.00","16"
"44","v1303","20130109","6530.00","6530.00","0.00","0.00","0.00","6530.00","6530.00","0.00","0.00","0","0.00","16"
"45","v1303","20130110","6530.00","6530.00","0.00","0.00","0.00","6530.00","6530.00","0.00","0.00","0","0.00","16"
"46","v1303","20130111","6530.00","6530.00","0.00","0.00","0.00","6530.00","6530.00","0.00","0.00","0","0.00","16"
"47","v1303","20130114","6530.00","6530.00","6490.00","6490.00","6490.00","6490.00","6490.00","-40.00","-40.00","2","64900.00","16"
"48","v1303","20130115","6490.00","6490.00","0.00","0.00","0.00","6490.00","6490.00","0.00","0.00","0","0.00","16"
"49","v1303","20130116","6490.00","6490.00","6460.00","6465.00","6460.00","6465.00","6460.00","-25.00","-30.00","8","258550.00","14"
"50","v1303","20130117","6465.00","6460.00","0.00","0.00","0.00","6460.00","6460.00","0.00","0.00","0","0.00","14"
"51","v1303","20130118","6460.00","6460.00","6540.00","6540.00","6540.00","6540.00","6540.00","80.00","80.00","2","65400.00","16"
"52","v1303","20130121","6540.00","6540.00","6530.00","6530.00","6530.00","6530.00","6530.00","-10.00","-10.00","2","65300.00","16"
"53","v1303","20130122","6530.00","6530.00","6540.00","6540.00","6460.00","6540.00","6500.00","10.00","-30.00","8","260000.00","16"
"54","v1303","20130123","6540.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"55","v1303","20130124","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"56","v1303","20130125","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"57","v1303","20130128","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"58","v1303","20130129","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"59","v1303","20130130","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"60","v1303","20130131","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"61","v1303","20130201","6500.00","6500.00","0.00","0.00","0.00","6500.00","6500.00","0.00","0.00","0","0.00","16"
"62","v1303","20130204","6500.00","6500.00","6660.00","6660.00","6520.00","6590.00","6590.00","90.00","90.00","6","197700.00","16"
"63","v1303","20130205","6590.00","6590.00","0.00","0.00","0.00","6590.00","6590.00","0.00","0.00","0","0.00","16"
"64","v1303","20130206","6590.00","6590.00","0.00","0.00","0.00","6590.00","6590.00","0.00","0.00","0","0.00","16"
"65","v1303","20130207","6590.00","6590.00","0.00","0.00","0.00","6590.00","6590.00","0.00","0.00","0","0.00","16"
"66","v1303","20130208","6590.00","6590.00","6585.00","6650.00","6375.00","6375.00","6555.00","-215.00","-35.00","10","327800.00","12"
"67","v1303","20130218","6375.00","6555.00","6570.00","6570.00","6570.00","6570.00","6570.00","15.00","15.00","2","65700.00","12"
"68","v1303","20130219","6570.00","6570.00","6565.00","6565.00","6335.00","6340.00","6435.00","-230.00","-135.00","24","772600.00","26"
"69","v1303","20130220","6340.00","6435.00","6180.00","6575.00","6180.00","6575.00","6490.00","140.00","55.00","28","909000.00","12"
"70","v1303","20130221","6575.00","6490.00","0.00","0.00","0.00","6490.00","6490.00","0.00","0.00","0","0.00","12"
"71","v1303","20130222","6490.00","6490.00","0.00","0.00","0.00","6490.00","6490.00","0.00","0.00","0","0.00","12"
"72","v1303","20130225","6490.00","6490.00","0.00","0.00","0.00","6490.00","6490.00","0.00","0.00","0","0.00","12"
"73","v1303","20130226","6490.00","6490.00","6500.00","6500.00","6235.00","6235.00","6320.00","-255.00","-170.00","6","189700.00","8"
"74","v1303","20130227","6235.00","6320.00","0.00","0.00","0.00","6320.00","6320.00","0.00","0.00","0","0.00","8"
"75","v1303","20130228","6320.00","6320.00","6070.00","6070.00","6070.00","6070.00","6070.00","-250.00","-250.00","2","60700.00","6"
"76","v1303","20130301","6070.00","6070.00","0.00","0.00","0.00","6070.00","6070.00","0.00","0.00","0","0.00","6"
"77","v1303","20130304","6070.00","6070.00","6350.00","6350.00","6350.00","6350.00","6350.00","280.00","280.00","100","3175000.00","106"
"78","v1303","20130305","6350.00","6350.00","6580.00","6585.00","6580.00","6585.00","6580.00","235.00","230.00","4","131650.00","106"
"79","v1303","20130306","6585.00","6580.00","6580.00","6580.00","6580.00","6580.00","6580.00","0.00","0.00","2","65800.00","106"
"80","v1303","20130307","6580.00","6580.00","0.00","0.00","0.00","6580.00","6580.00","0.00","0.00","0","0.00","106"
"81","v1303","20130308","6580.00","6580.00","0.00","0.00","0.00","6580.00","6580.00","0.00","0.00","0","0.00","106"
"82","v1303","20130311","6580.00","6580.00","0.00","0.00","0.00","6580.00","6580.00","0.00","0.00","0","0.00","106"
"83","v1303","20130312","6580.00","6580.00","6300.00","6300.00","6250.00","6250.00","6280.00","-330.00","-300.00","264","8290500.00","370"
"84","v1303","20130313","6250.00","6280.00","6250.00","6250.00","6200.00","6200.00","6235.00","-80.00","-45.00","280","8730000.00","650"
"85","v1303","20130314","6200.00","6235.00","6200.00","6200.00","6200.00","6200.00","6270.00","-35.00","35.00","20","620000.00","0"
"86","v1304","20130104","6575.00","6575.00","6670.00","6670.00","6670.00","6670.00","6670.00","95.00","95.00","2","66700.00","4"
"87","v1304","20130107","6670.00","6670.00","0.00","0.00","0.00","6670.00","6670.00","0.00","0.00","0","0.00","4"
"88","v1304","20130108","6670.00","6670.00","6665.00","6665.00","6665.00","6665.00","6665.00","-5.00","-5.00","2","66650.00","4"
"89","v1304","20130109","6665.00","6665.00","0.00","0.00","0.00","6665.00","6665.00","0.00","0.00","0","0.00","4"
"90","v1304","20130110","6665.00","6665.00","0.00","0.00","0.00","6665.00","6665.00","0.00","0.00","0","0.00","4"
"91","v1304","20130111","6665.00","6665.00","6670.00","6670.00","6640.00","6645.00","6650.00","-20.00","-15.00","8","266000.00","4"
"92","v1304","20130114","6645.00","6650.00","6690.00","6690.00","6655.00","6675.00","6675.00","25.00","25.00","14","467550.00","10"
"93","v1304","20130115","6675.00","6675.00","0.00","0.00","0.00","6675.00","6675.00","0.00","0.00","0","0.00","10"
"94","v1304","20130116","6675.00","6675.00","6640.00","6640.00","6640.00","6640.00","6640.00","-35.00","-35.00","2","66400.00","10"
"95","v1304","20130117","6640.00","6640.00","0.00","0.00","0.00","6640.00","6640.00","0.00","0.00","0","0.00","10"
"96","v1304","20130118","6640.00","6640.00","0.00","0.00","0.00","6640.00","6640.00","0.00","0.00","0","0.00","10"
"97","v1304","20130121","6640.00","6640.00","6900.00","6900.00","6900.00","6900.00","6900.00","260.00","260.00","2","69000.00","10"
"98","v1304","20130122","6900.00","6900.00","7145.00","7145.00","7145.00","7145.00","7145.00","245.00","245.00","2","71450.00","10"
"99","v1304","20130123","7145.00","7145.00","7140.00","7140.00","7140.00","7140.00","7140.00","-5.00","-5.00","2","71400.00","12"
"100","v1304","20130124","7140.00","7140.00","6760.00","6760.00","6720.00","6720.00","6740.00","-420.00","-400.00","4","134800.00","12"
"101","v1304","20130125","6720.00","6740.00","6695.00","7005.00","6695.00","7005.00","6850.00","265.00","110.00","4","137000.00","12"
"102","v1304","20130128","7005.00","6850.00","6715.00","6715.00","6710.00","6710.00","6710.00","-140.00","-140.00","8","268450.00","6"
"103","v1304","20130129","6710.00","6710.00","0.00","0.00","0.00","6710.00","6710.00","0.00","0.00","0","0.00","6"
"104","v1304","20130130","6710.00","6710.00","6770.00","6770.00","6745.00","6745.00","6750.00","35.00","40.00","6","202600.00","10"
"105","v1304","20130131","6745.00","6750.00","6710.00","6710.00","6710.00","6710.00","6710.00","-40.00","-40.00","2","67100.00","12"
"106","v1304","20130201","6710.00","6710.00","0.00","0.00","0.00","6710.00","6710.00","0.00","0.00","0","0.00","12"
"107","v1304","20130204","6710.00","6710.00","0.00","0.00","0.00","6710.00","6710.00","0.00","0.00","0","0.00","12"
"108","v1304","20130205","6710.00","6710.00","0.00","0.00","0.00","6710.00","6710.00","0.00","0.00","0","0.00","12"
"109","v1304","20130206","6710.00","6710.00","6745.00","6745.00","6710.00","6710.00","6725.00","0.00","15.00","8","269150.00","8"
"110","v1304","20130207","6710.00","6725.00","0.00","0.00","0.00","6725.00","6725.00","0.00","0.00","0","0.00","8"
"111","v1304","20130208","6725.00","6725.00","0.00","0.00","0.00","6725.00","6725.00","0.00","0.00","0","0.00","8"
"112","v1304","20130218","6725.00","6725.00","0.00","0.00","0.00","6725.00","6725.00","0.00","0.00","0","0.00","8"
