"   ","合约","日期","前收盘价","前结算价","开盘价","最高价","最低价","收盘价","结算价","涨跌1","涨跌2","成交量","成交金额","持仓量"
"1","l0801","20080102","","13355.00","13000.00","13305.00","13000.00","13305.00","13135.00","-50.00","-220.00","54","354.68","626"
"2","l0801","20080103","13305","13135.00","13350.00","13350.00","13350.00","13350.00","13350.00","215.00","215.00","6","40.05","622"
"3","l0801","20080104","13350","13350.00","13155.00","13500.00","13155.00","13360.00","13380.00","10.00","30.00","28","187.36","608"
"4","l0801","20080107","13360","13380.00","13435.00","13460.00","13435.00","13460.00","13445.00","80.00","65.00","38","255.52","570"
"5","l0801","20080108","13460","13445.00","13450.00","13460.00","13450.00","13460.00","13455.00","15.00","10.00","26","174.93","544"
"6","l0801","20080109","13460","13455.00","13560.00","13650.00","13330.00","13460.00","13440.00","5.00","-15.00","170","1142.82","374"
"7","l0801","20080110","13460","13440.00","13550.00","13550.00","13450.00","13460.00","13500.00","20.00","60.00","28","189.04","360"
"8","l0801","20080111","13460","13500.00","13550.00","13600.00","13550.00","13600.00","13550.00","100.00","50.00","22","149.1","340"
"9","l0801","20080114","13600","13550.00","13550.00","13600.00","13550.00","13600.00","13565.00","50.00","15.00","52","352.7","288"
"10","l0801","20080115","13600","13565.00","13650.00","14000.00","13650.00","13800.00","13535.00","235.00","-30.00","106","740.65","0"
"11","l0802","20080102","","13560.00","13050.00","13790.00","13050.00","13700.00","13510.00","140.00","-50.00","6","40.54","16"
"12","l0802","20080103","13700","13510.00","13715.00","13730.00","13715.00","13730.00","13720.00","220.00","210.00","4","27.45","14"
"13","l0802","20080104","13730","13720.00","0.00","0.00","0.00","13720.00","13720.00","0.00","0.00","0","0","14"
"14","l0802","20080107","13720","13720.00","0.00","0.00","0.00","13720.00","13720.00","0.00","0.00","0","0","14"
"15","l0802","20080108","13720","13720.00","13180.00","13180.00","13180.00","13180.00","13180.00","-540.00","-540.00","2","13.18","14"
"16","l0802","20080109","13180","13180.00","0.00","0.00","0.00","13180.00","13180.00","0.00","0.00","0","0","14"
"17","l0802","20080110","13180","13180.00","0.00","0.00","0.00","13180.00","13180.00","0.00","0.00","0","0","14"
"18","l0802","20080111","13180","13180.00","0.00","0.00","0.00","13180.00","13180.00","0.00","0.00","0","0","14"
"19","l0802","20080114","13180","13180.00","13705.00","13705.00","13705.00","13705.00","13705.00","525.00","525.00","2","13.71","14"
"20","l0802","20080115","13705","13705.00","13900.00","13900.00","13900.00","13900.00","13900.00","195.00","195.00","10","69.5","14"
"21","l0802","20080116","13900","13900.00","13345.00","13345.00","13345.00","13345.00","13345.00","-555.00","-555.00","2","13.35","12"
"22","l0802","20080117","13345","13345.00","13700.00","13700.00","13700.00","13700.00","13700.00","355.00","355.00","8","54.8","4"
"23","l0802","20080118","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"24","l0802","20080121","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"25","l0802","20080122","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"26","l0802","20080123","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"27","l0802","20080124","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"28","l0802","20080125","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"29","l0802","20080128","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"30","l0802","20080129","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"31","l0802","20080130","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"32","l0802","20080131","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"33","l0802","20080201","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"34","l0802","20080204","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"35","l0802","20080205","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"36","l0802","20080213","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"37","l0802","20080214","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"38","l0802","20080215","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"39","l0802","20080218","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"40","l0802","20080219","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"41","l0802","20080220","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","4"
"42","l0802","20080221","13700","13700.00","0.00","0.00","0.00","13700.00","13700.00","0.00","0.00","0","0","0"
"43","l0803","20080102","","13510.00","13980.00","13980.00","13615.00","13615.00","13625.00","105.00","115.00","72","490.51","148"
"44","l0803","20080103","13615","13625.00","13700.00","14170.00","13570.00","13570.00","13770.00","-55.00","145.00","32","220.34","146"
"45","l0803","20080104","13570","13770.00","13795.00","13795.00","13500.00","13500.00","13645.00","-270.00","-125.00","4","27.3","144"
"46","l0803","20080107","13500","13645.00","0.00","0.00","0.00","13645.00","13645.00","0.00","0.00","0","0","144"
"47","l0803","20080108","13645","13645.00","13760.00","13800.00","13465.00","13465.00","13675.00","-180.00","30.00","6","41.03","144"
"48","l0803","20080109","13465","13675.00","13840.00","13840.00","13680.00","13695.00","13720.00","20.00","45.00","142","974.37","142"
"49","l0803","20080110","13695","13720.00","0.00","0.00","0.00","13720.00","13720.00","0.00","0.00","0","0","142"
