"   ","合约","日期","前收盘价","前结算价","开盘价","最高价","最低价","收盘价","结算价","涨跌1","涨跌2","成交量","成交金额","持仓量"
"1","l1301","20130104","11145.00","11140.00","11260.00","11380.00","11260.00","11380.00","11370.00","240.00","230.00","34","1933100.00","2038"
"2","l1301","20130107","11380.00","11370.00","11400.00","11400.00","11240.00","11240.00","11260.00","-130.00","-110.00","44","2478200.00","2020"
"3","l1301","20130108","11240.00","11260.00","11250.00","11260.00","11240.00","11240.00","11250.00","-20.00","-10.00","100","5625300.00","1936"
"4","l1301","20130109","11240.00","11250.00","11200.00","11260.00","11200.00","11260.00","11225.00","10.00","-25.00","156","8757750.00","1868"
"5","l1301","20130110","11260.00","11225.00","11260.00","11260.00","11205.00","11205.00","11230.00","-20.00","5.00","4","224650.00","1866"
"6","l1301","20130111","11205.00","11230.00","10970.00","10970.00","10970.00","10970.00","10970.00","-260.00","-260.00","2","109700.00","1864"
"7","l1301","20130114","10970.00","10970.00","10970.00","11000.00","10900.00","11000.00","10940.00","30.00","-30.00","100","5472000.00","1864"
"8","l1301","20130115","11000.00","10940.00","11300.00","11300.00","11200.00","11200.00","11275.00","260.00","335.00","40","2255000.00","1864"
"9","l1301","20130116","11200.00","11275.00","11185.00","11185.00","11060.00","11185.00","11155.00","-90.00","-120.00","18","1004150.00","1864"
"10","l1301","20130117","11185.00","11155.00","11100.00","11100.00","11090.00","11090.00","11175.00","-65.00","20.00","86","4774250.00","0"
"11","l1302","20130104","11235.00","11190.00","11005.00","11190.00","11005.00","11190.00","11055.00","0.00","-135.00","14","774050.00","132"
"12","l1302","20130107","11190.00","11055.00","11365.00","11365.00","11350.00","11350.00","11355.00","295.00","300.00","4","227150.00","128"
"13","l1302","20130108","11350.00","11355.00","11260.00","11265.00","11250.00","11265.00","11255.00","-90.00","-100.00","30","1688500.00","104"
"14","l1302","20130109","11265.00","11255.00","11200.00","11200.00","11150.00","11150.00","11185.00","-105.00","-70.00","150","8391000.00","168"
"15","l1302","20130110","11150.00","11185.00","11315.00","11315.00","11100.00","11100.00","11140.00","-85.00","-45.00","24","1337350.00","168"
"16","l1302","20130111","11100.00","11140.00","10995.00","10995.00","10995.00","10995.00","10995.00","-145.00","-145.00","4","219900.00","164"
"17","l1302","20130114","10995.00","10995.00","0.00","0.00","0.00","10995.00","10995.00","0.00","0.00","0","0.00","164"
"18","l1302","20130115","10995.00","10995.00","10910.00","10910.00","10910.00","10910.00","10910.00","-85.00","-85.00","30","1636500.00","164"
"19","l1302","20130116","10910.00","10910.00","0.00","0.00","0.00","10910.00","10910.00","0.00","0.00","0","0.00","164"
"20","l1302","20130117","10910.00","10910.00","10850.00","10890.00","10850.00","10890.00","10870.00","-20.00","-40.00","24","1304700.00","164"
"21","l1302","20130118","10890.00","10870.00","0.00","0.00","0.00","10870.00","10870.00","0.00","0.00","0","0.00","164"
"22","l1302","20130121","10870.00","10870.00","0.00","0.00","0.00","10870.00","10870.00","0.00","0.00","0","0.00","164"
"23","l1302","20130122","10870.00","10870.00","0.00","0.00","0.00","10870.00","10870.00","0.00","0.00","0","0.00","164"
"24","l1302","20130123","10870.00","10870.00","11040.00","11040.00","10980.00","10990.00","10985.00","120.00","115.00","42","2307650.00","160"
"25","l1302","20130124","10990.00","10985.00","0.00","0.00","0.00","10985.00","10985.00","0.00","0.00","0","0.00","160"
"26","l1302","20130125","10985.00","10985.00","0.00","0.00","0.00","10985.00","10985.00","0.00","0.00","0","0.00","160"
"27","l1302","20130128","10985.00","10985.00","0.00","0.00","0.00","10985.00","10985.00","0.00","0.00","0","0.00","160"
"28","l1302","20130129","10985.00","10985.00","10955.00","11195.00","10955.00","11090.00","11030.00","105.00","45.00","42","2316700.00","162"
"29","l1302","20130130","11090.00","11030.00","10890.00","11455.00","10890.00","11455.00","11170.00","425.00","140.00","4","223450.00","162"
"30","l1302","20130131","11455.00","11170.00","11090.00","11195.00","11090.00","11195.00","11175.00","25.00","5.00","12","670650.00","160"
"31","l1302","20130201","11195.00","11175.00","11390.00","11390.00","11390.00","11390.00","11390.00","215.00","215.00","20","1139000.00","160"
"32","l1302","20130204","11390.00","11390.00","11500.00","11500.00","11500.00","11500.00","11500.00","110.00","110.00","2","115000.00","160"
